,Review,sentiment
1650,"Let me first say that I was walking into this restaurant expecting to give this place a 4-star (if not 5-star review). I was skeptical of the reviews that rated this place under 4-stars because of raving reviews from co-workers of mine. However, that co-worker went to this place the Friday before I came and also deemed the quality has declined. So maybe it is worthwhile reading on my review as to why that's the case.

My friend and I ordered three things so i'll describe each item below- starting with the best.

1. Green beans- if all the other food was as good as this one, I would've given this place a 4-star review. Fresh, flavorful, and on-point. The wringly green beans stir-fried into the peppers and mushrooms were fantastic. However, this was a very small plate for it to cost $11. Quality: 4.5/5. Price for the food amount: 3/5.

2. Fried rice- this was their featured fried rice and a recommendation from the co-worker. I'm not a fried rice person to begin with but chose this because of the rec. This was just fried rice I could get at any chinese restaurant in chinatown for probably 75% of this cost. It was a lot but not memorable. Quality: 3.5/5. Price for the food amount: 4/5 

3. Boiled pork and chive dumplings- having chosen the healthier version of the dumpling options (versus fried), these turned out to be the most disappointing meal here. The dough/skin of the dumpling was very thick (and this is my greatest fear). The ratio of meat to skin was probably 1:2.5. Quality: 2/5. Price for the food amount: 3/5. You can get the same dumplings but WAYYYYYY better at dumpling house in Chinatown. Thank me later and go there.

So in conclusion, if you're looking for the hype of this place that came from BlogTO or other reviewers, this place will not meet your standards. I would go elsewhere for chinese food- specifically Chinatown; unless you want the aesthetics and hip vibe, then this place got that nailed down.",1
1047,"Levetto! 
Where to begin! 
The food here is amazing. All the pastas and pizzas are made fresh and so full of flavor. The salads are so tasty and filled with all fresh ingredients. The staff are super friendly and the owner is absolutely fantastic!!! 
I would highly recommended you to eat here anytime!!! It's perfect :)",2
1106,"Best crab ravioli & grilled calamari I've ever had! Friends ordered the veal marsala, a chicken special and fettuccine cream (don't remember the names) and they were flavourless. The restaurant is too cramped so it's hard to enjoy a meal without bumping elbows into the servers. Service however was really good. Would come back just for the ravioli & calamari.",1
608,"I ordered a cappuccino with lenticchie while my friend ordered the mushroom bruschetta and panna cotta. I sampled her food as well so I will share my thoughts.

Cappuccino was okay. It was a nice and quick pick me up after work. Lenticchie was average.The lentils were flavoured with crispy salami, pachino tomatoes and zucchini. I couldn't taste the zucchini but the rest was nicely flavoured.

Mushroom bruschetta and panna cotta was Michu better in comparison. Mushroom bruschetta was nice and crunchy. The mushrooms were flavoured nicely and brought out a lot of its natural flavours. The panna cotta has a citrusy taste and a really great summer treat!

Servers were quick to refill waters and to check if we were doing okay. Price point is fairly high for what we ordered but will come back to try the pasta.",1
1213,"I never fully understood the taco genre but my life changed when I had the Baja fish taco. Best taco I've ever had in my life. I think of it often. 

I also had the Pulpo a la Mexicana (octopus), which was also good but I definitely don't love eating octopus in a taco. Biting into a taco with crispy fish is just more satisfying than something chewy, y'know?

A warning to those who are visiting for the first time, there is almost no sitting room in this place so be prepared to bring your tacos elsewhere to eat.

Love this place.",2
1054,"La Vecchia is a cute restaurant with great ambiance near Yonge & Eglinton. It is filled with wooden tables and twinkle lights. 

The service is great. We didn't make a reservation for dinner but snagged a spot at the bar. Both the bartender and our server checked in with us frequently. Our water was constantly filled up and we were asked if we desired further drinks throughout the experience. 

While the food was good, it was simply average. We had the penne alla vodka (gluten free) and the capricciosa pizza. Unfortunately, only a handful of the pasta options could be made gluten free, and none of the pizza could be made gluten free. This was fairly limiting. 

There are various delicious Italian restaurants in the area and unfortunately this one simply didn't stack up (both in taste and gluten free options). I would certainly come back for drinks (I had a delicious Aperol spritz) but would likely not come back for the food.",1
717,"My boyfriend and I used to go to Trattoria Nervosa all the time, it closed down a couple of times for ""renovations"" so we havent been in a while. We just ordered from them after they opened up post-COVID era and were supremely disappointed with the food. The prices stayed the same but the portions were significantly smaller and the crust for the pizza wasnt as good as it used to be. You used to be able to smell truffles when you walked in the restaurant, I couldnt even taste them at all on the pizza. They also got rid of the beef carpaccio and the risotto nervosa which were a couple of our favourite dishes! :(",0
769,"The decor was nice and the staff were all very friendly and helpful but it was a veeeery long wait for our main course. I had the Tagliatelle special with sausage, mushroom and black truffles and it was ok, I wasn't that impressed. I wouldn't order it again. But others at my table enjoyed their meals.",1
1826,"Went there with my husband on a Saturday night, and noticed that they don't have many tables for 2-4 people. So you basically have to wait until a table is available. They do have seats on 2 levels. 
The Chinese food was average, nothing special. It's a little bit over priced compared to the other Chinese restaurants that's in the area.",1
566,Had to check this place out after my friends raved about its authenticity. Staff and servers are warm and welcoming. We ordered take out and didn't have to wait too long. I had the chicken tacos which I found to be dry. May have to try the beef ones next time.,1
1643,"Service is very good...friendly ambiance but I'm sorry, I just did not taste the authentic chinese food that I want.  Maybe they are just giving a modern twist but not for me.  Also, the meat are so thinly sliced for the price it should have more than that.  It just my taste and maybe some people will not agree.",1
1094,"My group and I came here to celebrate a birthday. There were issues with the reservation, as they had only called to confirm the day of the event, and we found we weren't being treated appropriately because of it by the hostess/first waiter upstairs that we received. It also may have been because of young age compared to the rest of their customers. If you plan to visit, make reservations and make sure there are no miscommunications before arriving. 

They ended up being able to accommodate us and our new waiter downstairs was very friendly and helpful. Despite the service in the beginning, it was quickly turned around with good service and great food. I ordered the gnocchi and it was delicious and filling. 

This place felt more like a date spot than a spot for large parties, there are a few floors, but it's still small. The food would be 5/5 for me but with the initial service, had to give it a 3.",1
491,"I went here because it was virtually the only option when I did a search for birria in Toronto. Unfortunately, when I got there at 10am, they didn't have the goat birria ready yet, so I had to have beef instead. I'll try not to hold that against them. It was good enough that I'm hoping to return for the goat. Super tender, and fresh and hot.

Downsides are that the tortillas aren't as fresh (not bad, but not obviously handmade), and the broth for the birria is more of a salty tomato base than a drinkable mole. But it's still excellent quality for what it is.",2
1353,"Been here multiple times 

The staff here is very hospitable.

The aburi is what makes Miku Miku. A process of torching sushi. The ingredients are fresh and the pairing is great. 

I like coming here for their cooked items as well. The dessert is a must !

Shout out to Dan the server for his service and recommendations. Hope to see you soon when restaurants open up again.

I heard they have takeout. I haven't tried it yet.",2
960,"Went there on Dec. 31st at lunchtime and lineup was ridiculously long. We had to wait two hours before we were able to sit down. Having said that, I would say that the wait is worth it, as the pasta is really at a whole another level, better than any other place I've tried in Toronto (and even Italy as a matter of fact). 

We had the tagliatelle with the ragu sauce and the spinach/ricotta ravioli with the blanco sauce (with truffle and parmagiano cheese). Both dishes were amazing, however, the true outstanding item on their menu that day was the Fior Di Latte: the mozzarella ball was prepared in the morning of the same day. We also ordered the Parma ham appetizer (cured in house for 16 months), which was also good, but nothing to write home for...

All in all, I highly recommend this place, but just  don't go hungry, as you will have to wait for a long time (There is only sitting room for 10 people inside). My only complaint about this place is their opening hours, they are only open for lunch four days a week (and sadly, they are not open on the werk",2
874,"The entrance was a bit hard to find, since there was no door / entrance off of the main street (where the restaurant's address was). You need to go into the Four Seasons Hotel area, turn left, and it's the last door by the fence (it's right across from the side entrance of Four Seasons Hotel). There's no obvious sign indicating where the restaurant is, until you actually get to in front of the door.

The food tastes good, but nothing too special. Portion sizes of the pasta are a bit on the small side. The vegetable sides are quite good and rightly portioned. Service is attentive and just like in any other higher-class restaurants.",1
1657,"I give this place 3.5 stars.

This little neighbourhood hole-in-the-wall is one major black west of Chinatown proper. I like the industrial minimalist decor and the open-concept kitchen - which means you can hear the comforting sounds of food being prepared and cooked.

The menu is simple - not the 10-page ones you get at the authentic Chinese restaurants like Asian Legend. It seems they've decided just to focus on the crowd-pleaser items.

We ordered the chilli fish and the beef noodle soup. Both dishes came to the table piping hot. The chilli fish is a medium-sized plate of lightly battered, small fish fillets with a nice kick - I give it 4 stars. The beef noodle soup is a big bowl filled with (mostly) tender pieces beef, thick spaghetti-like noodles, what looked like bak choy and broth that also has a kick - I give it 3.5 stars.

The young wait staff seem eager - which is good. (Perhaps some of the more authentic Chinese restaurants like Kwan - at Yonge-St. Clair -  should have some of their waiters get pointers from Chop Chop.)

I would go back for the chilli fish.",1
1828,"This was our first Chinatown experience and it left much to be desired. I'll start by saying that the menu is extensive, with over 160 items to choose from. Perhaps we didn't order the best dishes.

We ordered the soup dumplings with crab meat and pork, which were the highlight of the night. Both the Sui Mai and the chicken and cabbage potsticker, which were on special, did not hit home. They were both bland and could have used some salt. The last dish, stir fried Ho Fun with beef was good but the beef had an interesting texture, it had no chew and fell apart in your mouth. I'd say the noodles had good flavour but could have been better.

To sum up, the food was good. It wasn't great, it wasn't bad... it was good. The service was great. Food came quickly and servers were always nearby. If I do come back to this location, the soup dumplings are the only thing that I will be ordering again.",1
372,"3.5 stars to some more great options of 4 stars.  Not going to lie... it's true Kensington in every sense of the neighbourhood.

If you're willing to look past the rough and gritty exterior, you may find some good tacos here.  Nothing risked is nothing gained and I feel that La Chilaca Taqueria fits that perfectly.  It's in the 'food court' of several Latin American food stalls.  Food court is an understatement... It's more like a disheveled, heavily worn and dirty open non A/C store that has every stall spilling out into a small room.  It shares the space with 3 other stalls.  

There are some tables in the back of the dingy place but there's a weird smell emanating from the back as you sit beside several broken old unused glassed counters.  On a crazy hot day, the lack of A/C makes this insane and feel like an oven.  The open back door to a few more seats barely helps.  The 'kitchen' is really a small stove top and a crammed setting of a kitchen sink and a counter to assemble.  

You're quickly greeted and told to look up at the menu.  There are daily deals like 2 chorizo tacos for $5 or 4 other tacos for $10.  Each taco is $5 each regardless of the type.  When we went, the carnitas werent ready but they had 8 other ones you could try.  Service here is efficient but I have to admit they were all busy with the World Cup... can't blame them since the entire Kensington (let's be real... Toronto) is watching.  I do have to worry a bit when we overheard the person in the kitchen saying how can they cook this chicken in under 3 minutes... ehhhh wut?  How about cooking it till it's done?

I have to admit the addition of their sauces really perked these up so grab some before taking a bite into them.  The creamy orange one has some good heat that could make you water up a bit if you're not careful.  I wasnt expecting that type of heat and wow, yeah... ice cream was needed to cool my tongue.  What I thought would be the spicy red transparent sauce was actually a tomato one that didn't have any heat and just added a little bit of flavour.  There was also a nice vibrant green sauce that was very good mix of mild jalalpeno, onions, and cilantro.  Totally refreshing to add.

Fish Taco - My favourite of the tacos.  The fish pan fried and still tender without being dried out.  This was a stuffed taco... the type where you take a bite and you realize that the sauce and pickled onions are just going to be exploding soon.  The sauce just oozes out onto your hand and you're soon licking your fingers.  The cilantro just gives a nice freshness to it... I know, not everyone likes cilantro but it's good on this one.  Another thing I love about this... they double wrap the taco so they dont fall apart easily AND they toast the corn tortilla up so they're a bit crispy.  Nice one. 4/5 

Vegetable Taco - Soooo I keep ordering Vegetable Tacos and I keep wondering why afterwards.  My search for a good one continues but I learned that tofu and cheese really doesn't work... at... all.  I feel like you do one or the other.  It's just a weird combination.  In addition to those, they had cilantro, pickled onion, and tomatoes. This one wasn't as flavourful so it really benefits from either the orange hot sauce (that will scorch you) or green fresh herb one.  3/5

Chorizo Taco - Another solid taco with the paprika giving the pork a nice flavour.  It was cooked fresh from the sausage and it didnt taste like it was standing in some pot for a few hours.  They garnished with pickled onions and cilantro and helped cut through the rich meat.  I was told this was authentic to the style in Mexico city.  4/5  

Beef Taco - Maybe I wasn't in the mood for cheese but the beef and cheese one didn't quite work.  As generous as they were with the cheese... I just felt this one was really quite heavy and a bit oily.  The beef was possibly a bit overcooked which made it a bit on the dry side.  I could have added more sauce to it but something didn't quite work as well as the chorizo.  3/5

Shrimp Taco - This was a solid one with small shrimps cooked fairly well.. they werent rubbery or dried out.  Just a nice juicy chew.  They added a spice to it that kept it out of the bland side ... though I have to admit, this wasn't as flavourful as the Chorizo.  This one does work well with a sauce to keep it from being boring.  They did garnish with the usual pickled onions and cilantro.  3.5/5

There are some really good tacos coming out of here and made freshly with some in house made sauces that really make the tacos pop.  BUT if you're the type where you're concerned about atmosphere, this might put you off.  Worse case, you can take it to go and eat it while you're walking about Kensington but just bring a few napkins, ok a lot... cause you're going to be leaving a trail of food dripping otherwise!",1
666,"A difficult review to write... have had Agio bookmarked for a long time. 

Pitched it for my work lunch and because everyone trusted me Agio was booked. 

There were a few changes in numbers but the day before I did confirm 9 people with a birthday celebration. 

We arrive to a chilly empty restaurant at 12pm hungry and ready to try delicious pasta. 

We sit and ariund 1215pm i order calamari, trio bruschetta and cauliflower fritters to start. Half of us were there and the other half trickled in. The latest person arrive and we order entrees around 1240pm. 

At 115pm is when we first start to get appetizers. The friendly owner was the only one taking care of tables and cooking. 

Our entrees came around 145pm. The difficulty is that not everyone has a 2 hour lunch. The birthday girl ended up having to leave with no entree just apps because she had an appointment at 2pm. 

We finally wrapped up the meal around 215 with creme brulee on the house, the owner made it specifically for us the might before. 

I liked the apps, amuse bouche of squash stuff grilled zucchini. My spicy tomato spaghetti was delicious and pasta was fresh. 

The chef reminded us this several times that his food is made fresh. 

We ended up being the only table the whole time, off the lunch menu the meatballs werent available and half the table didnt love their entrees. Not 4.5 stars love anyways. 

Disappointing because I felt like the chef should have had someone come in to help or tell us the calamari cant be ordered becausr of the work behind it. Turned out chewy which was unfortunate. 

Just wish there was more communication. It was quite embarrassing for me to be responsible for a mediocre hangry people filled lunch :(

I was still defending the restaurant the next week... ill go back to try with a smaller group. 

It does have character I just don't think it was a good mix for a large group that didn't have 2.5 hrs for lunch.",1
1831,"Been getting our Chinese BBQ takeout here for years. Great BBQ duck, chicken and Cha Siu BBQ pork.",2
1767,"Tried the Dim Sum at dinner time- the quality leaves much to be desired although the food was hot and served with typical efficient minimalist ( they did top up your tea promptly) service. The Xiao long bao was completely dry; Char siew bao was dry and flakey ( below expectations). Pricey for the lack of quality.

Saw that they had Tiger beer which was a pleasant surpise 

We probably won't be coming back again .",0
453,"I've been anticipating this restaurant to open since I saw the coming soon signs. Recently opened, I dined in to check it out.

Food: They have a selection of rotisserie chicken (pollo rostizado), gourmet tacos and street tacos. They also have imported Mexican soda (grapefruit, pineapple and other flavours). If you sit in, they give you complimentary nachos and salsa verde! I tried the 1/4 chicken which came with broiled potatoes and three tortillas. The chicken was the star of the plate, it is juicy inside and held a pack of sweet and savoury flavour. 
I left the pescado (fish) street taco for last, it came with two pieces of battered fish, onion, cilantro and one tortilla. I guess I left it out too long, as the fish was not buttery and moist inside. 

Service & atmosphere: The staff are friendly and as I was a first timer they explained the items on their menu. If you want to know more about the food, they'd be glad to share their origins. The murals along the walls are painted with beautiful detail, I could not take my eyes off them.

Price: The 1/4 chicken plate and fish taco was $13.27 altogether. Leaving with a full stomach on that price seems fair to me. The next time I come back, will try the gourmet tacos. This restaurant is a welcomed addition to Roncesvalles!",2
891,"What's happening Buca? Is expansion over quality influencing the dishes.

Was staying in the area for an occasion and decided to head here for desert here after dinner at The One at Hazelton Hotel. We ordered 3 desert dishes, including their tiramisu. Can't say I was impressed. 

Service as usual was great. 

Repeat:Likely no.",1
1762,"Food was tasty.

Eyelash found in tripe dish.

Guy tried to give us leftovers.

Prices are not available unless you ask. FYI here are the prices.",1
214,"I got the 6inch shrimp burrito -- definitely not the best burrito I've ever had but it wasn't bad either. I enjoyed it but was disappointed when they said they didn't have any hot sauce?!! You also can't choose toppings either, I'm pretty sure all the burritos comes with the same thing (rice + peppers and onions) Again, tasted good didn't mind that at all but I think my extreme hunger made it taste a lot better, if that makes any sense. I probably won't be back but glad I got to try this place out!!! Maybe if I had tried the tacos my opinion would be different but you can def find better taco places I'm sure",1
995,"Eating at Eataly is a mission and a half. 
Starting with the half mission, parking. Looking for public parking or street parking was a disaster. Found out after, I could have parked at the Manulife centre and received a 2 hour parking voucher if $50 was spent at Eataly, located upstairs, which was validated by reception, located on the main level. Yes, that's the process. Wild. 

That was the half mission - on to the full mission. In addition to navigating to find Eataly from the streets, you'll have to navigate to the Manulife Centre then up to the second floor. Here, you'll have to navigate through hoards of people, waiting in line or casually roaming around. Once you've done a full walk and decided where to eat, it's another 1-2 hour wait for a table at your desired restaurant. Tip. Do it the reverse way. Go to the restaurant and make your reservation THEN roam around. 

Finally, on to the food review. 
I chose La Piazza. Three items. 

Mozzarella ball. This was 4/5. It was soft and fresh as expected. Sprinkled with olive oil and salt. 

Mushroom pizza. 2/5. Basic pizza. I know. While consuming, I had a feeling I've had better at a mom and pop local pizza shop.

Penne. 3/5. Average. Nothing special to say. It was al dente - which was advertise. 

Verdict. Would I return? No. So much hype for no reason. Crowded beyond belief. 

However, if you made it this far, please try the cannoli - it made the trip worth it. They offered classic cow milk. They do offer the traditional sheep milk, it's definitely an acquired taste. These were 5/5.

I also forgot to mention. Eataly does offer fresh pasta and the freshest vegetables I have ever seen.",1
1085,"Came for dinner on a Friday night with a girlfriend before a night out. Your typical downtown core restaurant. The vibe is casual because it's near the CN Tower, Skydome & ACC; everyone's in their game gear & it's really loud inside.

Service is fine, nothing really stood out to me - pretty standard job. It took a bit longer than I'd hoped for our food to come out, but it was kind of busy since the jays game was starting/ending. We were also really hungry while waiting, so it might've felt longer.

The food tasted pretty good! I got a seafood linguine, even though I don't normally like to work for my food but the mussels were awesome. I got an okay portion size - slightly lacking in noodles, but my friend got the egg yolk carbonara and it was actually so small, I felt bad. I don't really think it was worth the price of the dish because of the small sizes.

Overall, I probably wouldn't come back. There are better places to get pasta that might be just a bit farther of a walk.",1
658,"This place is a hidden gem and the prices are great! It looks like the restaurant needs some renovation, but don't be fooled by the interior, the food here is great!

Service:

The owner is very friendly and welcoming. He is the chef as well. The service was attentive and the server ensured everything was going well.  

Food:

Lobster Risotto - This was very creamy and cheesy. I took one bite and I knew right away that this is something I would order again if I return in the future. Highly recommend this if you eat here.

Gnocchi - The gnocchi is handmade and it was delicious. The texture of the gnocchi was amazing. The gnocchi was in a rose sauce and this was very tasty. 

Overall:

I enjoyed the food here very much; I absolutely love the pasta here! The prices are also very good for the food quality. I will definitely return to try more pasta.",2
870,The food was just horrible. The food was bland and the servers told us to try dishes that did not taste well,0
924,"Neighbourhood gem. No joke. For those of you who are looking for fast, damn tasty pasta and pizza this is the place you need to come. It's all about the food. Nothing fancy, but good for friends to meet up, or even if you just need to grab a quick meal. A lot of options on the menu and everything is made fresh and delicious. The servers are friendly. There is also a take-out option. Don't need to twist my arm to return here!",2
281,"Came here the other day with my friend and ordered two tacos. The steak taco ($4) and the baja fish taco ($7.50). The steak taco was good, the meat was cooked nicely and tasted exactly like what I expected. Unfortunately the baja fish taco was a but underwhelming, kinda dry and just average tasting. The baja fish taco wasn't really worth the extra price, despite how big the piece of  fish was. The lime slices were also pretty dry but since it's winter now I can understand how it happened. 

In general the tacos here are just average, give this place a try if you're in the area and trying to quickly satisfy your taco craving.",1
305,"Friendly service and accommodated a baby no problem on busy Sunday evening.

I tried 3 types of tacos and the standout was the fish taco for me. I absolutely loved my margarita with the star anise spice in it. Must try!
The calamari was pretty weak, very small portions and fried batter falling off.

I would return to try a burrito, they looked massive.",1
1024,"This place is fantastic......Terroni's please take notes.

Amazing pizza, thin crust, firm and full of flavour. 
Actually anything I try here is done well.....
Great food and awesome service without the pretentious attitude of other restaurants with similar food.",2
251,"My husband and I went to this cute taqueria last week. I liked the simple ordering process of ordering your food at the counter and then eating in a tucked away back area of the narrow restaurant that was decorated with colourful pennant flags, strings of lights and wooden furniture (some high top tables, others were little booths). I appreciated the cute street food dining type of vibe in there, as well as the friendly staff at the counter and who brought the food to our table.

We ordered the carnita burrito bowl and the grilled fish burrito bowl since we thought it would be more filling than getting just the tacos. When our burrito bowls arrived, each bowl was filled with fresh vegetables, cheese and sour cream to accompany the grilled fish and pork. While the bowls were definitely filling, they were just okay in terms of flavour. I have to admit, it was a bit underwhelming considering the great reviews this place has gotten. Nothing really stood out - I would have loved to taste more of a marinade on the carnitas and the fish was a bit plain. More seasoning or sauces on the protein would have helped the flavours come together more in the burrito bowl. Again, not a horrible meal by any means but not really memorable either... personally, it was a bit of a miss for me on this particular visit but I may come back another time to try some of their other offerings to see if I can upgrade this review.",1
248,"In retrospect, it might have been a mistake to order a burrito from a taco joint.

But I'm a burrito guy; I would easily say it's one of my favorite foods ever, so if I spot it on a menu, I'm almost certainly ordering it.

And so it was that I found myself placing an order for a Carne Asada Burrito with all the fixins (including guacamole, which I paid extra for) on a recent Thursday evening.

After a wait of about 10 minutes, my burrito was ready to eat and I knew I had made a mistake with the very first bite. That first taste contained only plain iceberg lettuce and, worse still, it was almost ice cold. Yikes.

As I continued eating, I did begin to taste the Carne Asada and other ingredients and they are, to put it mildly, nothing special. There are virtually no bold flavors to be had here, and though I had asked for the spiciest level of heat, the burrito was surprisingly, disappointing bland.

The meat itself was chewy and unspectacular, too. The whole thing just tasted of a complete and total lack of effort, ultimately.

I might return to try one of Mi Taco's, uh, tacos, but I can't see myself ever ordering another burrito - especially when the far, far superior Burrito Boyz is just around the corner. (Heck, the nearby Mucho Burrito makes a better product!)",0
987,"I absolutely love this place! I've been a whole 3 times. I've had the tasca twice, definitely a favourite! It's essentially a giant ravioli, filed with brie, mushrooms and spinach. Smothered in a rich rose sauce. It's huge and amazingly delicious. I went today and had the salmon pasta (forgot the name), and as usual simply amazing! The service is also outstanding. I've had Jordan twice, he's very friendly and efficient and definitely makes the experience! I don't usually leave my area for food, but Grazie is always worth the subway trip!",2
1139,"I did not choose this place myself, but a friend had reservations for our group of friends on a Saturday night. Waited about 20 minutes to be seated. It is a pretty cozy place and very packed, but I assumed that meant it was delicious too! I thought the food was much too overpriced for the portions. I chose the angel hair pasta and it just tasted like something you whip up at home for a quick meal. I admit I should have just chosen something else with more flavor, but the prices were stopping me. 
I did really enjoy the calamari salad though. It was flavorful and perfectly grilled. Delicious. 
I have to note that it was super chilly inside to the point where my teeth were chattering at the end of our meal. 
I would like to come back to try a different dish though!",1
1909,"This is the best sushi place I have ever tried in my whole life. The dragon on fire sushi was very tasty and full of ingredients, the wonton soup is the best for hangovers, edamame comes salty, the deep fried cheese wonton was so good me and boyfriend finished the whole portion in less than 5 minutes, the green dragon roll came with fresh avocado and a delicious taste, the shrimp tempura lunch was crispy, and the miso soup was a little bit simple but it has several pieces of tofu inside and It might be just personal taste. All the portions were big, and for the prices the food is amazing. It's definitely a great place if you want to eat great food for a fair price. It's better if you call them to order cause they don't charge for delivery if the bill is more than 25 dollars, and they currently have a 10 % off discount because of their grand opening. Again, completely amazing I assure you it is worth it.",2
1086,"We made a last minute reservation here for four on Saturday. The service the food and the ambiance was on point. I had the 8oz prime rib steak with fries. The steak was delicious and cooked to perfection. The fries were crispy and had a very nice dip to dip them into. One friend had gnocchi, orecchiette pugliese and there was another pasta dish. I would say the portions for the pasta were small. We ended up having to order arancini for the pasta people to be full. They were delicious.",2
1917,"Very tasty and unique flavours. This has become a weekly go-to place. The dry noodle is delicious, so are the dumplings and the noodle soup. Can't really go wrong. The duck is also a hit and reheats well. :)",2
35,"For what this spot is, it's fine. It's a King Street taco spot serving the King West crowd. Meaning, it's a bit overpriced (my dining companion asked me ""Are you SURE you only want 3 tacos...?"" while I was ordering) and a bit gimmicky for my liking. To be fair, I was coming off of having some fabulous tacos a couple of days ago at a little neighbourhood takeout where they mostly serve Latinx locals, AND I'm generally not a fan of anything fusion.

You grab a table and then line up to order and pay cafeteria-style. Then you go to the salsa bar for a very good variety of salsas and pico de gallo. Servers bring the food when it's ready. 

The food itself was fine, though don't order the grilled avocado if you don't eat dairy. It's literally just a grilled avocado. Even a healthy amount of pico de gallo and salsa couldn't save it. I found the tortillas really dry.

Atmosphere is cool and the people watching is pretty great. It was very busy with the after-work crowd. I don't think I'd return if I was craving tacos, but I would definitely hang out on their expanded sidewalk patio for a drink and some chips and guacamole.",1
135,"I came here with my friends the other day when we were looking for a cheap place to get dinner. We randomly found this place on yelp so we decided to give it a try and I'm so glad we did!! The tacos are DELICIOUS, and very cheap!! 

I ordered the pollo asado, carne asada and pescado tacos. Each one was made very well, but my favourite was definitely the pescado. 

The tacos were a bit small so keep that in mind if you're really hungry. But overall this is probably one of my new favourite spots and I will be returning!",2
131,"I LOVE THIS PLACEEEE. The tacos are amazing. My favourite is the the haddock fish taco (Pesacado). I just wish the tacos were bigger for $3.75. But I'm for sure coming back. I went in 2 days in a row. And I will definitely go back again next week. I love the lime/lemon soda and apple soda. 

The atmosphere is great. Good amount of seating space. Unfortunately, paid parking at downtown Toronto (intersection: Bathurst and Dundas). 

The staffs are nice and welcoming. Pretty fast and efficient service.",2
466,"Guacamole was good but portions are not that big. The price of dishes are fine. Atmosphere was very nice. For the desert we had churros with chocolate and caramel sauce and they had really good taste and texture. We did waited some extra time for service and we shouldn't, because at that time restaurant wasn't to busy.. No free parking.",1
1759,"Worst experience I have ever had at a restaurant! 
The service was so slow; we got our food after exactly one hour. Also, the server didn't speak English, was aggressive, and had an attitude. 
Moreover, the food was served colder than usual and was extra oily. 
We tried to address the issue to the manager but he said: ""it's okay"". 
I don't recommend even giving this restaurant a try!",0
1552,"This place is magic. So cheap, and so tasty. Sorry Mother's, but this place just ate your lunch.

One really cool thing seemed to happen when I was there - someone came in to pick up an order, and brought her own reusable containers. There was some back and forth, I think about how they had been cleaned, but sure enough, they went back to the kitchen and out came her order packed to go.

It's more of a fast food type setup than Mother's, but there's a bit of seating, and you can sit and eat no problem. The menu's just on display screens, from what I could tell, but it had a good number of options. 

And the prices are outstanding value.",2
942,"Mamma's meatballs are one of the many reasons to hit this location. Owner  is a reason to visit Danforth location, always entertaining if you sit at the bar :)
The food is always on point at the Eglinton location. The lasagna, rapini, everything I have had is always great and feels like it is homemade and made specifically for you. The atmosphere is warm and inviting, as well as intimate. 
This is more of a southern Italian feel, crusty rolls to wipe your plate after polishing off the saucy morsels in front of you. 
Always a favourite and will always recommend!",2
500,"Mr.H and I were here for a celebratory dinner, right when you walk in this place has a modern and minimalist ambiance, very different from most other mexican restaurants. Like really... I did not see one decorative skull. Lol

I tried two cocktails, the Primaverde and a special for the day called Breakfast in Mexico. Both were amazing!

For food we tried the below:

Tuna Tostada - yummy... the sesame and spice on this really makes it unique.

Seafood cocktail - Mr.H loved it but this was my least favorite dish. I thought it was too tart to enjoy. 

Lamb Masa - One of my favorite from the night, the lamb was so beautifully cooked, extremely delicious. A must try if you love lamb.

Beets - This was ordered from the greens section of the menu and was surprisingly very tasty. The creamy base and seasoning made it a perfect pairing with the grill pork.

Grill Pork - OMG! Served with roasted pineapple and a caramelized onion sauce it was what you'd call ""melts-in-your-mouth"" deliciousness!!! 

I'd heard their meats are amazing so I'm excited to try this place again and maybe have the beef next time. 

The service was perfect and I've certainly added this place to my list of must trys in Toronto.",2
1308,"The only place I'd go for ice cream in the winter. Thee best ice cream shop in all of GTA! Well worth the line up. The ginger cookie is my fave. So many delicious flavours! London Fog, taro, lychee, mint, chocolate..

Matcha jasmine 
Milk tea: can add tapioca pearls (bubbles/boba) for 50cents",2
1318,"Black Sesame Tan Tan:
Nice chewiness of the noodles, and it was very filling despite looking like a small portion. The fun part about this dish is you grind the black sesame and add it to your bowl as you desire! The black sesame added a very fragrant taste. This was a nice experience, however it was too salty for me (apparently a lot of things I eat are too salty for me though??? Something must be wrong with my taste buds). I tried my friends white sesame noodles and that was less salty, and the broth was more light and creamy. I would probably get that instead next time. Glad to finally be able to cross Ramen Isshin off my list",1
496,"Always service with a smile at this incredibly clean and tidy little restaurant! The customer service is second to none with this authentic Mexican food! The seating area is very small and cozy, and impeccably clean, and the food is DELICIOUS. Tacos, fresh tortilla chips, AMAZING guacamole, so many ingredients made fresh in house, and the spicy sauces are actually spicy! The tortillas are fresh and delicious as well. 

We ordered a huge takeout order for our office, and they made it very quickly! Everything was well organized and it was a hit! I can't recommend this restaurant enough. I will definitely be coming back.",2
